Date,Open,High,Low,Close,Volume
20180124 112700,1.23921,1.23937,1.2391,1.2393,0
20180124 122700,1.23901,1.23916,1.23899,1.23914,0
20180124 132700,1.24049,1.24054,1.24043,1.24048,0
20180124 142700,1.2409,1.24101,1.24079,1.24097,0
20180124 152700,1.23974,1.23989,1.2397,1.23985,0
20180124 162700,1.24007,1.24012,1.24007,1.24012,0
20180124 172700,1.24086,1.2409,1.24084,1.24085,0
20180124 182700,1.23939,1.2394,1.23934,1.23936,0
20180124 192700,1.23892,1.23906,1.23892,1.23901,0
20180124 202700,1.23943,1.23946,1.2393,1.23946,0
20180124 212700,1.24117,1.24124,1.24105,1.24114,0
20180124 222700,1.24253,1.24297,1.24252,1.24291,0
20180124 232700,1.24361,1.24366,1.24348,1.2436,0
20180125 002700,1.243,1.24312,1.24298,1.24309,0
20180125 012700,1.24533,1.2458,1.24533,1.24565,0
20180125 022700,1.24231,1.24231,1.2418,1.24202,0
20180125 032700,1.24125,1.24126,1.2407,1.24126,0
20180125 042700,1.24188,1.24213,1.24166,1.2417,0
20180125 052700,1.2422,1.24246,1.2422,1.24245,0
20180125 062700,1.24168,1.24194,1.24167,1.24168,0
20180125 072700,1.24112,1.24124,1.2411,1.2411,0
20180125 082700,1.24183,1.24235,1.2417,1.2419,0
20180125 092700,1.24757,1.24791,1.24659,1.24708,0
20180125 102700,1.25156,1.25185,1.2513,1.25158,0
20180125 112700,1.2497,1.24992,1.24963,1.24977,0
20180125 122700,1.24884,1.24886,1.24859,1.2486,0
20180125 132700,1.24991,1.24994,1.24976,1.2498,0
20180125 142700,1.23973,1.24056,1.23951,1.23995,0
20180125 152700,1.24164,1.24167,1.24121,1.24123,0
20180125 162700,1.24149,1.2415,1.24147,1.24147,0
20180125 172800,1.23854,1.23856,1.23847,1.23847,0
20180125 182800,1.23901,1.23901,1.23897,1.23901,0
20180125 192800,1.24017,1.24031,1.24017,1.24023,0
20180125 202800,1.24203,1.24209,1.24193,1.24202,0
20180125 212800,1.24237,1.24239,1.2422,1.24238,0
20180125 222800,1.2427,1.2427,1.24255,1.24259,0
20180125 232800,1.24226,1.24245,1.24226,1.24237,0
20180126 002800,1.24189,1.24203,1.24189,1.24199,0
20180126 012800,1.24486,1.24486,1.2445,1.2445,0
20180126 022800,1.24586,1.24642,1.24567,1.24642,0
20180126 032800,1.24649,1.24651,1.24616,1.24637,0
20180126 042800,1.24584,1.24611,1.24584,1.2461,0
20180126 052800,1.24526,1.24531,1.24499,1.24504,0
20180126 062800,1.24604,1.24615,1.24577,1.24598,0
20180126 072800,1.24432,1.24436,1.24421,1.24421,0
20180126 082800,1.24379,1.24379,1.24359,1.24361,0
20180126 092800,1.24228,1.24243,1.24187,1.242,0
20180126 102800,1.24229,1.24257,1.24228,1.24241,0
20180126 112800,1.24228,1.24241,1.24221,1.24234,0
20180126 122800,1.24251,1.24251,1.24223,1.24232,0
20180126 132800,1.24398,1.24405,1.24386,1.244,0
20180126 142800,1.24289,1.2436,1.24289,1.2435,0
20180126 152800,1.24126,1.24126,1.24117,1.24123,0
20180126 162800,1.24228,1.24235,1.24227,1.24232,0
20180128 172800,1.24185,1.24185,1.24185,1.24185,0
20180128 182900,1.24196,1.24215,1.24196,1.24215,0
20180128 192900,1.24313,1.24322,1.24312,1.24322,0
20180128 202900,1.23974,1.24007,1.23974,1.24006,0
20180128 212900,1.2389,1.23906,1.2389,1.23904,0
20180128 222900,1.2402,1.24045,1.2402,1.24041,0
20180128 232900,1.24161,1.24172,1.24161,1.24172,0
20180129 002900,1.24083,1.24086,1.24075,1.2408,0
20180129 012900,1.2411,1.24128,1.2411,1.24115,0
20180129 022900,1.24063,1.24082,1.24063,1.24081,0
20180129 032900,1.24004,1.24027,1.24003,1.24016,0
20180129 042900,1.23988,1.24027,1.23988,1.24023,0
20180129 052900,1.24223,1.24228,1.2421,1.24224,0
20180129 062900,1.2399,1.23995,1.23981,1.23987,0
20180129 072900,1.23827,1.23844,1.2382,1.23839,0
20180129 082900,1.23773,1.23778,1.23732,1.23743,0
20180129 092900,1.23572,1.23582,1.23568,1.23575,0
20180129 102900,1.2368,1.23682,1.23677,1.23679,0
20180129 112900,1.2344,1.23452,1.23431,1.23452,0
20180129 122900,1.23591,1.23603,1.23583,1.23593,0
20180129 132900,1.23725,1.23746,1.23724,1.23746,0
20180129 142900,1.23869,1.23872,1.23864,1.23872,0
20180129 152900,1.23864,1.23866,1.23858,1.23861,0
20180129 162900,1.23792,1.23792,1.2378,1.23784,0
